message,actual,predicted
Apparently Jacket Potato and Tuna is something you just don t put together in the USA is that true It s staple over here in Blighty,0,1
ashleeyyy pm then til pm then BBBM,0,1
Reading Profit Lancers Headquarters http tinyurl com ml ss,0,1
Coming down from a crazy busy day with a NoReservations marathon and a Ketel tonic Not too shabby for a Monday evening,0,1
shunting files to my ftp to edit on the main macpro,0,1
OK LOSING DOG AND JOB IN WEEKS SUCKD ASS HIRE ME OH SNAp,0,1
RT joeltherien Win a BMW M details here http toskana gvogiveaway com,0,1
You Rock Radio was in a blackout for hrs in honor of the passing of Lilly Laroo My beloved pug and friend RIP Little One,0,1
LaurenNotJordan do you have a link for that email it to me jefftakeover gmail com,0,1
Timbalero Aniversario Sonora Poncea Videoclip of the song Timbalero performed live by Sonora Poncea du http bit ly aacC A,0,1
uhhhh yeah so NO I don t want to work for Donald Trump I have authority issues I m in therapy,0,1
schlingel Wurde auch nicht beliefert Wusste allerdings auch bis eben nicht dass heute eine neue Ausgabe kommen sollte,0,1
RoneDog OK well text me and I ll tell peope what you re saying hahaha,0,1
The sheesh just hit the loggia http www nytimes com world europe vatican html hp,0,1
Community Digest http bit ly dyBSWT,0,1
"?????! 1 ?????? ?? DD FREEDISH ?? Star Utsav, Sony Pal, Zee Anmol ?? Colors Rishtey ?????? ???? ?????? ?? ?????? ?? ?????? DTH ?? ?????? ??? ????? ???? i.airtel.in/DTHsaver",0,1
The Sabbath Year the Year of Jubilee http bit ly dcoNXV,0,1
your love is like a roller coaster baby baby,0,1
Lol sting ftw grade to tna impact a C,0,1
Helped Build a swingset yesterday now my neck is medium rare Ouch http ff im nSRDt,0,1
sr British Commander and a yo grunt gets nailed by an IED improvised explosive device in Afghanistan what a waste,0,1
HenryMelton I m so sorry for your loss,0,1
Why is it when you get from here to there you re still here and not there,0,1
Ok the new Apple Magic Mouse is just simply sublime Definitely the best mouse I ve ever used,0,1
If we can let those old patterns die the Catholic Church can be reborn Wise words from my fav Jesuit on Holy Sat http huff to azFzdj,0,1
Nothing more pathetic than the mall in January,0,1
Should You Be Thinking About Student Loan Forgiveness,0,1
FarWriter Hehe will be in Kuala Lumpur tonight so it s gonna be steamy,0,1
Chao washona,0,1
evansdave may have to do it,0,1
DavidWakeford I hear ya i calculated that i ve spent over hours in airports planes in the last weeks how was Vegas,0,1
The new gen grown up in age of satelliteTV internet in a new India with many more opps are exploring their latent creative abilities,0,1
A job is not something that you like to do or hate to do it s what you have to do,0,1
dre So BT is a pain in the butt to configure,0,1
Getting a girl to open up her heart and talk is way more difficult then trying to get her naked,0,1
how is twitter feeling today,0,1
Just picked up God of War III Seriously WOW This is incredible stuff and I can see what the ratings are off the scale,0,1
Why LinkedIn and Twitter are like a peanut butter chocolate blend http ow ly DrfS,0,1
Who is the call for,0,1
Reillywtfff good to know,0,1
Nevermind It seems like it s sorted out now,0,1
To those with toddlers I recommend the album B is For Bob There is something extra awesome seeing kids dance to Bob Marley,0,1
Done with all the driving for today Time to relax,0,1
trelly I m in the middle like the last jelly donut between fat ladies on lunch break Pressure,0,1
#ERROR!,0,1
gbgvin Spoke about the wine My office is on Sdrahamngatan so I can come by and say hi Perhaps a lunch some day could work too,0,1
jackietalbott Hey sorry for the slow response Rosie doesn t use Twitter yet but we all know I m cooler after all I got the drill P,0,1
Just edited a killer reel for TraceyMallett She is so great to work with,0,1
sskurnick Not that I know of Same with any Google One box I ve been begging Google to change that for years now,0,1
You have comfort You don t have luxury don t tell me that money plays a part The luxury I advocate has nothing to do with money,0,1
I just buy a Microsoft webcamera Now I can view my friends online Pretty nice and decent price,0,1
Will Farrell on my flight from JFK to LAX I was hoping he d say something funny as I passed him He didn t,0,1
Me and my midgets http post ly FtIT,0,1
ThomScott Haven t seen it Going there now to check it out,0,1
Rosemont Farm That is a good idea Velcro would work,0,1
talk to me about foursquare why why not,0,1
Hey hit this shit up while yall can they killed the versace remix Just type in CGE quot Versace Freestyle Get Money quot Shot by Ja Wan Gardner and help them reach million views,0,1
Our rewards will always be in exact proportion to our service Earl Nightingale,0,1
MandeeYardz tweet the link flickr photos then,0,1
RT chrispirillo When Twitter goes offline does that mean the Internet becomes useless again,0,1
Ganeshaspeaks Market prediction for Mar http bit ly bNremT,0,1
Reading DocLampton s blog on the Worst Communication Blunders of why they re awful lessons learned http bit ly CsGeE,0,1
Tserera http bit ly agvkf http ff im h rse,0,1
BrianJoslyn oh jeez this is ridic I have better stuff to do,0,1
Attending a play West Side Story I ll be back later tonight,0,1
Ridiculous Arguments That Actually Happened on Wikipedia http bit ly dgCynN,0,1
anyone know a place with free wifi in Surry Hills,0,1
rsachdeva That is hard to say only Apple knows for sure,0,1
Ellimack Oh thats great news,0,1
ivy vengase pa ca que nos estamos cagando de calor,0,1
audioBoo watch out for twitter spam email http boo fm b,0,1
afreshmusic Oh yeah it is seriously cold out there Stay warm,0,1
Brasil ter seu prprio foguete espacial em informa governo http bit ly qgkKt,0,1
prettygypsy Thank you I thought so too and love it,0,1
seviarc And true to form here is the reply procrastinated,0,1
YWSE Portland Chapter Next YWSE event Be inspired by Global Please join YWSE on Tuesday February a http bit ly syaSh,0,1
Google Search Accounts for More Than One Third of All Video Streams http bit ly bRzFic,0,1
The Top Must Read Books For Entrepreneurs http bit ly zHFq via RWW,0,1
Your $1000 Stimulus Check for November has been approved. Confirm details dtsaiel.com/OMDOK9EA,0,1
Rachel loves you for you you fucking moron Fuck GLEE,0,1
makauk It s Monday always a hard to be motivated for work,0,1
LevienxD ziet er leuk uit je filmpje die van ons komt vandaag ook online,0,1
These BIONIC pancakes in the IHOP commercials frighten me,0,1
traue keinem Facebook Profil das Du nicht selbst gefaked hast,0,1
Ouch not a good thing RT ahampp With very few exceptions the discussions at this year s Cable Show could ve been held in CS,0,1
Sunshine http post ly TEqb,0,1
packing for the west coast,0,1
RT pjkinder RT my bud timlinden thinks size is important after all he says Why make it smaller http bit ly ui c,0,1
Wow a mosquito just tried sucking blood out of my laptop s keyboard,0,1
With a purple umbrella and a fifty cent hat Livin lovin she s just a woman Led Zepp Boy do I love them http bit ly bw Lr,0,1
ShawnCBerg I was older the time First come first serve See you in London for the party,0,1
LeBatardShow How can I get my local station in PA to pick up your show Tired of listening to podcasts the next day You guys are awesome,0,1
DumitruB uite shi ce nume are Stefani Joanne Angelina Germanotta wikipedia ce femeie cum se cade poate avea asa nume,0,1
RT drockz Photo Manipulations Art That Will Blow You Away http tr im AZMD,0,1
Portamento that track,0,1
XtotheV Yeah he sucks but I got my revenge You know the puddles in his office They re not sea water that s all I m saying,0,1
Only came outside to watch the nightfall in the rain Duran Duran s first http blip fm k x m,0,1
going to try no sugar for awhile might last a whole week even LOL,0,1
I can t upload to you Demonoid,0,1
leliabroussard hey there i sent you a facebook message In case it gets lost in the sea of messages,0,1
Persnlichkeiten nicht Prinzipien bringen die Zeit in Bewegung Oscar Wilde,0,1
HeadTeaLeaf alright alright Its not my fault I love oldguys,0,1
Trazlersgirl I hope and pray for the best for you too We are all in this together,0,1
Basement Jaxx Live Visuals http is gd FMnk,0,1
KidsCuliChefs so happy for u Gigi,0,1
Morning everyone Did you know when you die your hair still grows for a couple of months,0,1
This shit right here ninja this shit will make you go deaf,0,1
with mark docgp at The Griffen http gowal la s r,0,1
Flickr Photos Are Getting a Massive Overhaul http bit ly abQHZ,0,1
Get an account for Google Wave Now all I need are a few friends And to do after that,0,1
Just Surrender Burning Up Acoustic Download Burning Up Acoustic by Just Surrender Previously Unrelea http bit ly FNYey,0,1
meat grown in a lab http tinyurl com yftlnob what will they think of next,0,1
YouTube Hands of the Healer http post ly DVrc,0,1
Hubcapdave Right lolololol,0,1
Apple s Migration Assistant is amazing Just set it to and it moves your old Mac to your new Mac Took a few hours but wow So easy,0,1
RT tradertomdotnet Stopped out http post ly I SO,0,1
Haaa RT chew lips http twitpic com yq m Welcome to cardiff Creepy but so charming,0,1
LindaZambelli OK now I m hungry lol,0,1
Eddie Van Halen s birthday He was in a band just can t remember the name,0,1
Being scared is NOT a reason to do anything in your life from Jason Reitman on choosing to direct like his dad Ivan Reitman,0,1
headed to Stanley Park then the Prospect Point Cafe for lunch and the best chocolate cake on the planet along with a cold glass of milk,0,1
NoSQL Database CouchDB Turns http bit ly lB gi,0,1
Baby I ve got the ever you just gotta decide on the for or the n,0,1
emini live room http ff im eSzAx,0,1
gjk because you are a gamer,0,1
Anyone who diggs this gets a cookie http tinyurl com vu v,0,1
He is raising awareness for his medical issue as well as anyone else who is put into the same medical coverage situation See how,0,1
Suggesting online ad market worth a third to a half of total TV market in years Reach B by http bit ly cafjaK MktChts,0,1
grubby I know How do they do it,0,1
cleide mariana Boa noite Clei Olha recebi o e mail da Jo Vou dar um jeito,0,1
If anyone DM s me I m probably not going to get it under the soup of spam Twit me to alert me x,0,1
dad nji yep there has been some AWESOME Thursday and MNF this year Kinda brings me out of my depression from lousy FF picks,0,1
zoharwine Into your Israeli wines You ll have to give me the full download at the Bibendum event D,0,1
darnell WSJ quote The arguments b t US China reflect the broader contest for economic power in decades ahead http bit ly AxYP,0,1
Perhaps it s the close lunch location at Mess Hall the sunshine or both But I wish it was Fri so I could sip cocktails at Madame Brussels,0,1
What is a good magazine to get a mother that is years old,0,1
Bacon flavored rolling paper Really http bit ly ttkrN,0,1
magicsradio omg i so love this song,0,1
RT tomrohde die Seriennummer W LLTJ meines am in Rotenburg Wmme gestohlenen MacBook Pro bitte RTen sh c,0,1
mcj I got that,0,1
You can observe a lot just by watching Yogi Berra,0,1
Whoa Just done a mega black run mostly shooting down on my backside but still lots of Fun Borovets,0,1
vincente ben je toch de snelste vincent Is de batterij al op,0,1
Joseluiszurita El buen pedialite me salvo el pellejo Una amiga me recomendo trocitos de mango y funciona de webos Tks por el tip,0,1
Another Bank Bites the Dust http bit ly ViiK,0,1
SONY smooth slow record fps For a dramatic effect or capturing detail there is nothing like slow motion In c http bit ly PBF n,0,1
RT badbanana And suddenly it s weird to sit on a stranger s lap and ask for free stuff,0,1
Epic That is it,0,1
http bit ly nW BZ,0,1
RT articlerole Blog Post The Fundamentals Of The World Of A Ham Radio Operator http bit ly fVXJ,0,1
Film ist a Girl and a Gun http bit ly ZjGzI,0,1
What can be done with network speeds of a gigabit per second Google wants to find out through a test network half a million people,0,1
